NU_INSCRICAO,NU_ANO,TP_FAIXA_ETARIA,TP_SEXO,TP_ESTADO_CIVIL,TP_COR_RACA,TP_NACIONALIDADE,TP_ST_CONCLUSAO,TP_ANO_CONCLUIU,TP_ENSINO,IN_TREINEIRO,CO_MUNICIPIO_PROVA,NO_MUNICIPIO_PROVA,CO_UF_PROVA,SG_UF_PROVA,Q001,Q002,Q003,Q004,Q005,Q006,Q007,Q008,Q009,Q010,Q011,Q012,Q013,Q014,Q015,Q016,Q017,Q018,Q019,Q020,Q021,Q022,Q023
210062851129,2024,3,M,1,2,1,2,0,1,0,3523107,Itaquaquecetuba,35,SP,D,D,B,B,2,A,C,A,B,B,A,A,B,A,A,A,A,A,A,A,A,C,A
210062851210,2024,4,F,1,1,1,1,1,,0,3523107,Itaquaquecetuba,35,SP,C,D,F,F,1,B,C,A,B,A,A,A,B,A,A,A,A,A,A,B,A,B,A
210062851315,2024,3,M,1,3,1,1,1,,0,3523107,Itaquaquecetuba,35,SP,B,E,B,B,6,B,C,A,B,B,A,A,B,A,B,A,A,A,A,B,A,B,A
210062851540,2024,3,F,1,3,1,2,0,1,0,3523107,Itaquaquecetuba,35,SP,G,G,D,D,5,A,I,A,C,C,B,A,B,A,B,B,B,D,B,B,D,E,D
210062852021,2024,13,F,1,3,1,1,5,,0,3523107,Itaquaquecetuba,35,SP,B,B,B,B,2,B,C,A,B,C,B,A,B,A,B,A,A,B,A,B,B,C,A
210062852530,2024,3,F,1,1,1,2,0,1,0,3523107,Itaquaquecetuba,35,SP,E,D,C,A,3,A,B,A,B,B,A,A,B,A,B,B,A,B,A,B,A,D,A
210062852724,2024,4,M,1,3,1,2,0,1,0,3523107,Itaquaquecetuba,35,SP,E,E,F,B,7,A,B,A,A,C,B,B,B,A,A,B,A,B,A,B,A,D,B
210062856240,2024,4,M,1,3,1,1,2,,0,3523107,Itaquaquecetuba,35,SP,E,E,D,B,3,A,D,A,C,C,B,A,B,A,B,B,A,D,A,B,C,D,A
210062856451,2024,4,M,1,1,1,1,1,,0,3523107,Itaquaquecetuba,35,SP,C,D,C,F,3,A,F,A,C,C,B,A,B,A,B,B,A,C,A,B,B,D,A
210062866443,2024,4,F,1,1,1,1,2,,0,3523107,Itaquaquecetuba,35,SP,H,E,F,C,2,A,C,A,B,B,A,A,B,A,B,B,A,B,A,B,B,C,A
210062867687,2024,9,F,1,1,1,3,0,,1,3523107,Itaquaquecetuba,35,SP,B,E,D,B,1,B,B,A,B,B,A,A,B,A,A,B,A,B,A,B,A,B,B
210062867952,2024,3,F,1,1,1,2,0,1,0,3523107,Itaquaquecetuba,35,SP,C,G,B,D,4,B,E,A,D,C,B,A,C,A,B,B,B,D,A,B,C,E,A
210062868125,2024,2,F,1,1,1,2,0,1,0,3523107,Itaquaquecetuba,35,SP,H,E,C,D,4,A,C,A,B,B,A,A,B,A,A,B,A,A,A,B,A,C,A
210062868242,2024,3,F,1,1,1,2,0,1,0,3523107,Itaquaquecetuba,35,SP,D,F,B,B,4,A,C,A,B,B,C,B,B,A,B,B,B,B,A,B,B,E,A
210062868274,2024,5,F,1,3,1,1,2,,0,3523107,Itaquaquecetuba,35,SP,D,E,B,B,5,B,C,A,B,C,A,A,B,A,A,A,A,B,A,B,A,B,A
210062868875,2024,3,M,1,1,1,2,0,1,0,3523107,Itaquaquecetuba,35,SP,F,G,D,F,4,A,K,A,C,D,B,A,B,A,B,B,B,C,A,B,B,E,A
210062869144,2024,3,F,1,3,1,2,0,1,0,3523107,Itaquaquecetuba,35,SP,D,E,C,E,4,A,B,A,B,C,A,A,B,A,B,B,B,C,A,B,B,E,A
210062869847,2024,2,F,1,3,1,2,0,1,0,3523107,Itaquaquecetuba,35,SP,A,E,F,D,4,A,B,A,B,A,A,A,B,A,A,A,A,B,A,A,A,C,A
210062870669,2024,2,M,1,2,1,2,0,1,0,3523107,Itaquaquecetuba,35,SP,H,H,C,C,5,A,C,A,B,C,B,A,B,A,B,A,A,A,A,B,A,B,A
210062871220,2024,3,M,1,3,1,1,0,,0,3523107,Itaquaquecetuba,35,SP,C,D,F,B,6,B,F,A,B,B,B,A,B,A,A,B,A,B,B,B,B,D,A
210062871362,2024,3,F,1,1,1,2,0,1,0,3523107,Itaquaquecetuba,35,SP,H,E,C,B,2,A,B,A,B,B,A,A,B,A,B,A,A,B,B,B,A,B,A
210062873561,2024,11,F,1,1,1,1,12,,0,3523107,Itaquaquecetuba,35,SP,C,D,C,B,5,B,G,A,C,D,D,B,B,A,B,B,B,B,A,B,B,D,A
210062873935,2024,3,M,1,3,1,2,0,1,0,3523107,Itaquaquecetuba,35,SP,E,D,C,B,4,A,B,A,B,C,B,A,B,A,B,B,A,C,A,B,A,D,A
210062879534,2024,2,F,1,3,1,2,0,1,0,3523107,Itaquaquecetuba,35,SP,H,E,C,B,5,A,B,A,B,C,A,A,B,A,B,A,A,B,A,B,A,D,A
210062882564,2024,2,F,1,2,1,2,0,1,0,3523107,Itaquaquecetuba,35,SP,E,D,B,B,4,A,C,A,B,B,A,A,B,A,A,B,A,B,A,B,A,D,A
210062882861,2024,3,F,1,5,1,2,0,1,0,3523107,Itaquaquecetuba,35,SP,E,E,B,D,4,A,E,A,B,C,B,A,B,A,B,B,A,B,A,B,A,E,A
210062883964,2024,3,F,1,1,1,2,0,1,0,3523107,Itaquaquecetuba,35,SP,G,E,F,F,4,A,G,A,B,C,B,A,B,A,B,B,A,B,A,B,B,E,A
210062884003,2024,3,M,1,2,1,2,0,1,0,3523107,Itaquaquecetuba,35,SP,E,B,C,F,4,A,C,A,C,C,B,B,B,A,B,A,A,C,A,B,A,D,A
210062885634,2024,15,M,1,1,1,1,18,,0,3523107,Itaquaquecetuba,35,SP,H,A,F,B,2,B,B,A,C,C,A,B,C,B,B,B,A,D,A,B,B,B,A
210062887193,2024,11,F,1,1,1,1,10,,0,3523107,Itaquaquecetuba,35,SP,B,B,C,B,4,B,D,A,B,C,A,A,B,A,B,B,A,D,A,B,B,D,A
210062887388,2024,10,F,1,3,1,1,6,,0,3523107,Itaquaquecetuba,35,SP,B,B,B,B,4,B,B,A,B,B,A,A,B,A,B,A,A,A,A,A,B,D,A
210062888778,2024,3,F,1,1,1,2,0,1,0,3523107,Itaquaquecetuba,35,SP,B,B,F,F,12,A,A,A,C,C,A,A,B,A,B,B,A,B,A,B,A,E,A
210062891349,2024,6,F,1,3,1,1,3,,0,3523107,Itaquaquecetuba,35,SP,B,D,F,B,3,B,B,A,B,C,A,A,B,A,B,A,A,A,A,A,B,C,A
210062891471,2024,4,F,1,1,1,1,1,,0,3523107,Itaquaquecetuba,35,SP,E,E,B,B,3,A,B,A,B,B,A,A,B,A,B,A,A,B,A,B,A,B,A
210062893165,2024,2,F,1,3,1,3,0,,1,3523107,Itaquaquecetuba,35,SP,E,E,C,C,4,A,F,A,C,D,B,A,B,A,B,B,B,C,A,B,B,D,A
210062897835,2024,15,F,2,1,1,1,18,,0,3523107,Itaquaquecetuba,35,SP,D,E,B,B,3,A,C,A,B,C,A,A,B,A,A,B,A,B,A,B,B,C,A
210062897851,2024,2,F,1,1,1,2,0,1,0,3523107,Itaquaquecetuba,35,SP,G,D,A,C,4,A,E,A,B,B,A,A,B,A,B,B,A,B,B,B,A,D,A
210062898845,2024,3,M,1,3,1,2,0,1,0,3523107,Itaquaquecetuba,35,SP,D,C,C,B,5,A,C,A,B,C,C,A,B,A,A,B,A,A,A,B,B,E,A
210062898878,2024,4,M,1,3,3,1,1,,0,3523107,Itaquaquecetuba,35,SP,D,E,C,C,6,B,C,A,C,C,A,A,B,B,A,A,A,B,A,B,B,D,A
210062900202,2024,4,M,1,1,1,1,1,,0,3523107,Itaquaquecetuba,35,SP,E,E,D,B,4,A,C,A,B,C,B,A,B,A,B,B,B,C,A,B,A,E,A
210062900764,2024,3,F,1,3,1,2,0,1,0,3523107,Itaquaquecetuba,35,SP,D,D,C,B,3,A,C,A,B,C,B,A,B,A,B,B,A,D,A,B,A,D,A
210062905718,2024,3,F,1,2,1,2,0,,0,3523107,Itaquaquecetuba,35,SP,E,E,B,B,5,A,B,A,B,B,A,A,B,A,B,B,A,B,A,B,A,D,A
210062906433,2024,3,F,1,3,1,2,0,1,0,3523107,Itaquaquecetuba,35,SP,E,E,D,D,3,A,Q,A,D,D,C,A,B,A,B,B,A,D,B,B,D,E,D
210062906885,2024,3,M,1,1,2,2,0,1,0,3523107,Itaquaquecetuba,35,SP,H,H,F,D,3,A,B,B,C,C,C,A,B,A,B,A,B,B,A,B,B,D,A
210062908152,2024,5,M,1,3,1,1,0,,0,3523107,Itaquaquecetuba,35,SP,E,E,D,A,4,A,B,A,B,C,B,A,B,A,B,B,A,B,A,B,A,B,A
210062908164,2024,2,M,1,1,1,3,0,,1,3523107,Itaquaquecetuba,35,SP,E,E,C,F,4,A,E,A,B,D,B,B,B,A,B,B,B,B,A,B,C,E,A
210062910885,2024,3,M,1,2,1,2,0,1,0,3523107,Itaquaquecetuba,35,SP,E,E,F,F,7,A,C,A,B,C,B,A,B,A,B,B,A,C,A,B,B,C,A
210062911658,2024,10,F,1,3,1,1,8,,0,3523107,Itaquaquecetuba,35,SP,B,E,C,B,1,A,A,A,B,B,A,A,B,B,A,A,A,B,A,B,B,B,A
210062911720,2024,11,F,2,1,1,1,9,,0,3523107,Itaquaquecetuba,35,SP,H,C,F,B,2,B,F,A,B,B,A,A,B,A,B,B,A,B,A,B,B,C,A
210062911750,2024,12,F,1,1,1,1,18,,0,3523107,Itaquaquecetuba,35,SP,H,C,F,B,2,B,C,A,B,B,A,A,B,A,B,B,A,B,A,B,B,B,A
210062911882,2024,11,M,1,1,1,1,9,,0,3523107,Itaquaquecetuba,35,SP,E,E,B,C,2,A,B,A,B,B,A,A,B,A,B,B,A,B,A,B,B,C,A
210062912647,2024,4,M,1,1,1,1,2,,0,3523107,Itaquaquecetuba,35,SP,E,E,B,B,4,B,G,A,C,D,B,B,B,A,B,B,B,D,A,B,B,E,A
210062915349,2024,3,F,1,1,1,2,0,1,0,3523107,Itaquaquecetuba,35,SP,E,F,C,D,4,A,H,A,C,C,B,A,B,A,B,B,B,B,A,B,B,D,A
210062915762,2024,3,M,1,1,1,2,0,1,0,3523107,Itaquaquecetuba,35,SP,H,G,F,F,5,B,B,A,B,C,B,C,B,A,B,B,A,C,A,B,B,E,A
210062916283,2024,6,F,1,3,1,1,4,,0,3523107,Itaquaquecetuba,35,SP,B,D,C,F,5,B,E,A,B,C,B,A,B,A,B,A,A,B,A,B,A,D,A
210062916668,2024,5,F,1,3,1,1,0,,0,3523107,Itaquaquecetuba,35,SP,E,E,C,B,6,B,I,A,B,C,B,A,B,A,B,B,A,D,B,B,A,E,A
210062916774,2024,5,M,1,3,1,1,2,,0,3523107,Itaquaquecetuba,35,SP,E,B,C,B,4,B,C,A,B,B,B,A,B,A,A,B,A,C,A,B,B,C,A
210062917508,2024,11,M,1,3,1,1,0,,0,3523107,Itaquaquecetuba,35,SP,B,C,C,F,2,B,B,A,B,B,A,A,B,A,A,A,A,A,A,B,B,B,A
210062920439,2024,2,M,1,1,1,2,0,1,0,3523107,Itaquaquecetuba,35,SP,D,E,C,B,2,A,B,A,B,C,B,A,B,A,B,B,A,B,B,B,A,C,A
210062920876,2024,1,F,1,3,1,4,0,,0,3523107,Itaquaquecetuba,35,SP,E,E,B,B,3,A,B,A,B,C,A,A,B,A,B,B,A,A,A,B,A,D,F
210062920936,2024,10,F,1,3,1,1,3,,0,3523107,Itaquaquecetuba,35,SP,H,B,F,B,3,A,B,A,B,B,A,A,B,A,A,A,A,B,A,B,B,B,A
210062921123,2024,3,M,1,1,1,1,1,,0,3523107,Itaquaquecetuba,35,SP,E,E,C,B,3,B,F,A,C,C,B,A,B,A,B,B,B,B,B,B,A,D,A
210062921574,2024,2,F,1,1,1,3,0,,1,3523107,Itaquaquecetuba,35,SP,D,D,C,B,6,A,F,A,B,C,B,A,B,A,B,B,B,C,A,B,A,D,A
210062922444,2024,2,F,1,3,1,2,0,1,0,3523107,Itaquaquecetuba,35,SP,E,H,C,B,4,A,C,A,B,C,B,A,B,A,B,B,B,D,B,B,A,E,A
210062923382,2024,4,F,1,1,1,1,2,,0,3523107,Itaquaquecetuba,35,SP,H,D,C,B,4,B,E,A,B,C,B,A,B,A,B,A,A,B,A,B,A,E,A
210062926472,2024,1,F,1,3,1,3,0,,1,3523107,Itaquaquecetuba,35,SP,H,E,F,B,2,A,B,A,B,B,A,A,B,A,B,A,A,B,A,B,A,C,A
210062927447,2024,3,F,1,3,2,2,0,1,0,3523107,Itaquaquecetuba,35,SP,E,E,D,B,4,B,E,A,D,D,B,A,B,A,B,B,B,D,B,B,C,E,A
210062927633,2024,3,M,1,3,1,1,1,,0,3523107,Itaquaquecetuba,35,SP,D,B,C,F,6,A,C,A,B,B,A,A,B,A,B,A,A,C,A,B,A,D,A
210062928266,2024,16,M,3,4,1,1,0,,0,3523107,Itaquaquecetuba,35,SP,D,D,B,B,2,B,C,A,B,B,A,A,B,A,A,A,A,B,A,B,A,A,A
210062928852,2024,3,F,1,1,1,2,0,1,0,3523107,Itaquaquecetuba,35,SP,C,C,C,F,4,A,D,A,B,B,B,A,B,A,B,B,A,C,A,B,A,E,A
210062930196,2024,3,M,1,2,1,1,1,,0,3523107,Itaquaquecetuba,35,SP,C,D,B,C,8,A,B,A,B,B,A,A,B,A,A,A,A,A,A,A,A,A,A
210062930352,2024,2,F,1,1,1,3,0,,1,3523107,Itaquaquecetuba,35,SP,E,D,D,B,4,A,F,A,B,B,B,A,B,A,B,B,A,B,A,B,B,C,A
210062930970,2024,4,F,1,1,1,1,2,,0,3523107,Itaquaquecetuba,35,SP,B,E,D,B,3,A,B,A,B,C,B,A,B,B,A,B,B,A,A,B,B,C,C
210062931997,2024,5,M,1,3,1,1,2,,0,3523107,Itaquaquecetuba,35,SP,H,D,F,B,3,B,E,A,B,C,A,A,B,A,A,B,A,C,A,B,B,D,A
210062933789,2024,3,M,1,1,1,2,0,1,0,3523107,Itaquaquecetuba,35,SP,E,E,B,B,2,A,B,A,B,C,B,A,B,A,A,A,A,B,A,B,A,B,A
210062935087,2024,3,F,1,2,1,2,0,1,0,3523107,Itaquaquecetuba,35,SP,E,E,B,D,4,B,H,A,B,C,A,A,B,A,B,B,A,B,B,B,B,E,A
210062935292,2024,3,M,1,3,1,2,0,1,0,3523107,Itaquaquecetuba,35,SP,H,E,F,F,4,B,B,A,C,C,B,A,B,B,B,B,B,C,B,B,B,D,B
210062935645,2024,2,M,1,1,1,2,0,1,0,3523107,Itaquaquecetuba,35,SP,H,F,F,D,2,A,D,A,B,C,A,A,B,A,B,B,A,C,A,B,A,C,A
210062936958,2024,2,F,1,3,1,2,0,1,0,3523107,Itaquaquecetuba,35,SP,E,C,C,B,5,A,B,A,C,C,A,A,B,A,B,A,A,B,A,B,B,B,A
210062939261,2024,13,F,1,3,1,1,18,,0,3523107,Itaquaquecetuba,35,SP,E,G,D,D,1,B,I,A,B,C,A,A,B,A,B,B,A,B,A,B,B,B,D
210062940758,2024,2,F,1,3,1,2,0,1,0,3523107,Itaquaquecetuba,35,SP,H,C,F,B,4,A,B,A,B,C,A,A,B,B,B,B,A,B,A,B,A,C,A
210062943261,2024,3,F,1,2,1,2,0,1,0,3523107,Itaquaquecetuba,35,SP,C,E,B,B,5,B,B,A,B,C,A,A,B,A,B,B,A,B,A,B,A,E,A
210062944599,2024,9,F,1,1,1,1,7,,0,3523107,Itaquaquecetuba,35,SP,D,D,D,B,5,B,F,A,B,C,B,A,B,A,B,B,A,B,A,B,B,E,A
210062945013,2024,2,F,1,1,1,2,0,1,0,3523107,Itaquaquecetuba,35,SP,E,F,B,D,3,A,I,A,D,C,C,A,B,A,B,B,B,C,B,B,B,D,D
210062945670,2024,3,F,1,1,1,1,1,,0,3523107,Itaquaquecetuba,35,SP,C,F,F,D,5,A,I,A,B,D,C,A,B,A,B,B,B,C,B,B,E,E,A
210062945951,2024,3,M,1,3,1,2,0,1,0,3523107,Itaquaquecetuba,35,SP,E,E,C,B,4,B,E,A,B,D,B,A,B,A,B,B,A,B,A,B,A,E,A
210062948679,2024,3,F,1,3,1,2,0,1,0,3523107,Itaquaquecetuba,35,SP,E,D,C,B,4,B,B,A,B,B,A,A,B,A,B,A,A,A,A,B,A,E,A
210062949714,2024,2,M,1,1,1,2,0,1,0,3523107,Itaquaquecetuba,35,SP,E,F,D,D,2,A,B,A,B,C,A,A,B,A,B,A,A,C,A,B,B,C,A
210062949875,2024,3,F,1,1,2,1,1,,0,3523107,Itaquaquecetuba,35,SP,E,E,C,B,4,B,C,A,B,C,B,A,B,A,B,B,A,B,A,B,A,D,A
210062950980,2024,1,F,1,1,1,3,0,,1,3523107,Itaquaquecetuba,35,SP,E,G,D,D,2,A,E,A,B,C,B,A,B,A,B,B,A,A,A,B,B,C,E
210062951074,2024,15,F,1,2,1,1,0,,0,3523107,Itaquaquecetuba,35,SP,B,B,C,B,3,B,B,A,B,C,A,A,B,A,B,A,A,B,A,A,A,B,A
210062952375,2024,3,F,1,1,1,2,0,1,0,3523107,Itaquaquecetuba,35,SP,C,D,D,D,3,A,B,A,B,C,A,A,B,A,B,B,A,B,A,B,A,C,A
210062952421,2024,3,M,1,1,1,2,0,1,0,3523107,Itaquaquecetuba,35,SP,E,E,D,D,4,A,C,A,B,B,A,A,B,A,B,B,A,B,B,B,B,B,A
210062952486,2024,1,M,0,2,1,3,0,,1,3523107,Itaquaquecetuba,35,SP,E,D,C,B,4,A,B,A,B,C,A,A,B,A,B,B,A,B,A,B,A,B,A
210062952815,2024,3,F,1,1,1,2,0,1,0,3523107,Itaquaquecetuba,35,SP,E,E,B,D,3,A,B,A,C,B,A,A,B,A,B,B,A,B,A,B,A,C,A
210062952912,2024,3,F,1,3,1,2,0,1,0,3523107,Itaquaquecetuba,35,SP,E,D,F,F,3,A,A,A,B,A,A,A,B,A,B,A,A,A,A,B,A,B,A
210062954825,2024,2,F,1,3,1,2,0,1,0,3523107,Itaquaquecetuba,35,SP,C,B,F,F,3,A,B,A,B,B,A,A,B,A,B,B,A,C,B,B,B,D,A
210062956164,2024,6,F,1,3,1,1,3,,0,3523107,Itaquaquecetuba,35,SP,B,E,C,F,4,B,E,A,B,C,A,A,B,A,B,A,B,D,A,B,B,D,A
210062957159,2024,2,F,1,3,1,2,0,1,0,3523107,Itaquaquecetuba,35,SP,D,D,C,B,3,B,B,D,B,C,A,A,B,A,B,B,A,B,A,B,A,C,A
210062957905,2024,2,F,1,1,1,2,0,1,0,3523107,Itaquaquecetuba,35,SP,E,F,C,D,4,A,E,A,C,C,B,A,B,A,B,B,A,B,A,B,A,D,B
210062958529,2024,9,F,1,3,1,1,7,,0,3523107,Itaquaquecetuba,35,SP,E,E,C,C,3,A,C,A,B,C,A,A,B,A,B,B,A,C,A,B,B,B,A
210062959029,2024,9,F,1,3,1,1,7,,0,3523107,Itaquaquecetuba,35,SP,A,A,B,F,4,A,A,A,B,B,A,A,B,A,A,A,A,B,A,B,A,B,A
210062959470,2024,1,M,1,1,1,3,0,,1,3523107,Itaquaquecetuba,35,SP,E,F,F,B,2,A,E,A,B,C,B,A,B,A,B,B,A,B,A,B,B,C,A
210062960372,2024,3,M,1,2,1,2,0,1,0,3523107,Itaquaquecetuba,35,SP,C,E,F,D,2,A,C,A,B,C,A,A,B,A,B,B,A,B,A,B,A,B,A
210062960517,2024,4,F,1,3,1,2,0,1,0,3523107,Itaquaquecetuba,35,SP,D,D,C,B,3,A,C,A,B,B,B,A,B,A,B,A,A,C,A,B,A,C,A
210062961205,2024,4,F,1,2,1,1,2,,0,3523107,Itaquaquecetuba,35,SP,E,E,B,B,3,B,B,A,B,B,A,A,B,A,B,B,A,B,A,B,B,C,A
210062961672,2024,17,F,2,2,1,1,0,,0,3523107,Itaquaquecetuba,35,SP,C,C,C,A,4,A,F,A,B,C,B,A,B,A,B,A,A,A,A,B,B,C,A
210062961929,2024,5,M,1,1,1,1,3,,0,3523107,Itaquaquecetuba,35,SP,C,E,C,C,4,B,G,A,B,C,A,A,B,A,B,B,B,C,B,B,B,E,A
210062962218,2024,9,M,1,1,1,1,7,,0,3523107,Itaquaquecetuba,35,SP,B,E,C,B,4,B,C,A,C,D,B,A,B,A,B,B,B,B,A,B,B,E,A
210062963096,2024,11,M,1,3,1,1,9,,0,3523107,Itaquaquecetuba,35,SP,H,D,B,B,5,B,G,A,C,D,B,A,B,A,B,B,A,C,A,B,B,D,A
210062963130,2024,3,F,1,1,1,1,1,,0,3523107,Itaquaquecetuba,35,SP,G,F,E,D,2,A,F,A,B,C,B,A,A,B,B,B,B,B,B,B,B,C,D
210062963716,2024,11,F,1,2,1,1,7,,0,3523107,Itaquaquecetuba,35,SP,B,D,F,B,1,B,D,A,B,B,A,A,B,A,B,A,A,B,A,B,B,B,A
210062964228,2024,12,M,1,1,1,1,15,,0,3523107,Itaquaquecetuba,35,SP,C,E,B,B,2,A,B,A,B,B,A,A,B,A,B,B,A,B,A,B,A,C,A
210062967710,2024,3,M,1,1,1,2,0,1,0,3523107,Itaquaquecetuba,35,SP,G,E,D,D,4,A,G,A,B,D,B,A,B,A,B,B,B,B,A,B,B,E,A
210062967833,2024,6,F,1,3,1,1,3,,0,3523107,Itaquaquecetuba,35,SP,E,E,C,B,4,B,F,A,B,C,A,A,B,A,B,B,B,B,B,B,A,E,A
210062968850,2024,2,F,1,1,1,2,0,1,0,3523107,Itaquaquecetuba,35,SP,D,E,C,B,4,A,D,A,B,A,A,A,B,A,A,A,A,B,A,B,B,C,A
210062971318,2024,5,F,1,3,1,1,3,,0,3523107,Itaquaquecetuba,35,SP,B,E,D,D,2,A,B,A,B,C,B,A,B,A,B,B,A,B,A,B,B,C,A
210062971625,2024,2,M,1,3,1,2,0,1,0,3523107,Itaquaquecetuba,35,SP,E,E,B,D,4,B,D,C,B,C,B,A,B,A,B,A,A,B,A,B,B,E,A
210062973966,2024,2,M,1,1,1,3,0,,1,3523107,Itaquaquecetuba,35,SP,C,D,C,F,3,A,C,A,B,C,B,A,B,A,A,A,A,B,A,A,A,C,A
210062974133,2024,5,F,1,2,1,1,1,,0,3523107,Itaquaquecetuba,35,SP,B,E,B,B,3,B,B,A,B,B,A,A,B,A,B,A,A,B,A,B,B,A,A
210062974614,2024,6,F,1,3,1,1,3,,0,3523107,Itaquaquecetuba,35,SP,B,B,C,B,2,A,A,A,B,B,A,A,B,A,A,A,A,B,A,A,A,B,A
210062975157,2024,2,M,1,1,1,2,0,1,0,3523107,Itaquaquecetuba,35,SP,F,E,F,F,5,A,L,A,C,C,C,A,B,A,B,B,A,B,A,B,B,E,A
210062975239,2024,3,M,1,1,1,2,0,1,0,3523107,Itaquaquecetuba,35,SP,E,C,E,F,4,A,F,A,D,D,B,A,C,A,B,B,B,D,A,B,B,E,A
210062975257,2024,5,F,1,1,1,1,1,,0,3523107,Itaquaquecetuba,35,SP,A,C,C,C,4,A,C,A,B,B,A,A,B,A,B,A,A,B,A,A,A,B,A
210062975777,2024,4,F,1,3,1,1,2,,0,3523107,Itaquaquecetuba,35,SP,D,D,F,B,5,A,B,A,B,B,A,A,B,A,A,A,A,B,A,B,A,C,A
210062976591,2024,5,F,1,3,1,1,3,,0,3523107,Itaquaquecetuba,35,SP,B,E,F,F,3,A,A,A,C,D,A,B,B,A,B,A,A,B,A,B,A,B,A
210062979488,2024,3,M,1,3,1,2,0,1,0,3523107,Itaquaquecetuba,35,SP,B,D,C,B,5,A,C,A,B,A,B,A,B,A,B,A,A,B,A,B,A,C,A
210062981389,2024,2,F,1,1,1,2,0,1,0,3523107,Itaquaquecetuba,35,SP,E,E,D,B,4,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A
210062982031,2024,3,F,1,3,1,2,0,1,0,3523107,Itaquaquecetuba,35,SP,C,D,D,D,3,A,C,A,B,C,A,A,B,A,B,B,A,A,A,B,A,C,C
210062982915,2024,7,F,1,1,2,1,5,,0,3523107,Itaquaquecetuba,35,SP,E,E,C,F,4,A,C,A,D,C,B,A,B,A,B,B,A,B,A,B,B,E,A
210062983050,2024,2,M,0,2,1,2,0,1,0,3523107,Itaquaquecetuba,35,SP,D,E,F,B,4,B,C,A,B,C,B,A,B,A,B,B,A,B,A,B,A,E,A
210062984027,2024,5,M,1,3,1,1,3,,0,3523107,Itaquaquecetuba,35,SP,F,F,E,E,2,B,C,A,B,B,B,B,B,A,B,B,A,B,A,B,B,C,B
210062987571,2024,13,M,1,3,1,1,0,,0,3523107,Itaquaquecetuba,35,SP,B,B,A,A,1,A,A,A,B,B,A,A,B,A,B,B,A,B,A,B,A,B,A
210062988540,2024,11,F,1,3,1,1,0,,0,3523107,Itaquaquecetuba,35,SP,B,B,A,A,3,A,A,A,B,B,A,A,B,A,A,A,A,A,A,A,A,B,A
210062991566,2024,2,M,1,3,1,2,0,1,0,3523107,Itaquaquecetuba,35,SP,E,G,D,D,4,A,G,A,B,B,B,A,B,A,B,B,B,B,A,B,B,C,A
210062991739,2024,3,M,1,3,1,2,0,1,0,3523107,Itaquaquecetuba,35,SP,D,E,C,B,4,A,B,A,B,B,B,A,B,A,B,B,A,B,A,B,B,C,A
210062993468,2024,3,F,1,5,1,2,0,1,0,3523107,Itaquaquecetuba,35,SP,H,E,F,B,4,A,B,A,B,C,A,A,B,A,B,A,A,B,A,B,A,C,C
210062995632,2024,3,M,1,2,1,2,0,1,0,3523107,Itaquaquecetuba,35,SP,C,D,C,C,5,A,C,A,B,B,A,A,A,A,A,A,A,B,A,A,A,B,A
210062997013,2024,2,F,1,3,1,2,0,1,0,3523107,Itaquaquecetuba,35,SP,E,D,C,E,8,A,E,A,C,D,B,A,B,B,B,B,A,C,A,B,B,E,A
210062997969,2024,3,M,1,3,1,2,0,1,0,3523107,Itaquaquecetuba,35,SP,E,E,E,D,3,A,I,A,B,C,B,B,B,A,B,B,B,C,A,B,B,D,A
210062998391,2024,11,F,1,3,1,1,5,,0,3523107,Itaquaquecetuba,35,SP,B,B,A,B,4,A,A,A,B,B,A,A,B,A,A,A,A,B,A,B,A,B,A
210062998746,2024,3,F,1,3,1,2,0,1,0,3523107,Itaquaquecetuba,35,SP,D,D,C,F,4,A,B,A,C,C,A,A,B,A,B,B,A,B,A,B,B,E,B
210062999663,2024,2,F,1,1,1,3,0,,1,3523107,Itaquaquecetuba,35,SP,G,F,D,D,5,A,I,A,B,D,B,A,B,A,B,B,A,B,B,B,C,E,D
210063001596,2024,3,F,1,3,1,2,0,1,0,3523107,Itaquaquecetuba,35,SP,E,G,D,C,2,A,H,A,C,C,A,A,B,A,B,B,A,B,A,B,A,C,D
210063003787,2024,3,F,1,3,1,2,0,1,0,3523107,Itaquaquecetuba,35,SP,F,D,D,B,5,B,G,A,C,C,B,B,B,A,B,B,B,B,A,B,B,D,A
210063004324,2024,3,F,1,1,1,2,0,1,0,3523107,Itaquaquecetuba,35,SP,E,E,B,C,4,A,E,A,B,A,B,A,B,A,B,A,A,B,A,B,A,D,A
210063004541,2024,3,M,1,3,1,2,0,1,0,3523107,Itaquaquecetuba,35,SP,E,E,B,F,3,A,B,A,B,B,A,A,B,A,B,A,A,A,A,B,A,B,A
210063004851,2024,4,M,1,3,1,1,1,,0,3523107,Itaquaquecetuba,35,SP,B,E,B,B,4,B,B,A,C,D,B,A,B,A,B,A,A,B,A,B,A,E,A
210063005831,2024,15,M,2,2,1,1,0,,0,3523107,Itaquaquecetuba,35,SP,A,A,C,B,6,B,B,A,B,C,A,A,B,A,A,B,A,B,A,A,A,B,A
210063009709,2024,11,F,1,3,1,1,10,,0,3523107,Itaquaquecetuba,35,SP,B,B,B,B,3,A,B,A,B,C,A,A,B,A,B,B,A,B,A,B,A,B,A
